Paper_ID,DOI,Role,Figure_number,PDF_page,Figure_types,Caption_excerpt,Caption_word_count,Source_status,Panel_count_estimated,Column_span,Text_density
P044,10.1109/tfuzz.2021.3067724,A,10,9,UNCLASSIFIED,It is obvious that the control costs of ORCs are smaller,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,11,10,UNCLASSIFIED,HIL experimental setup.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,12,11,QUANTITATIVE_RESULT,HIL experiment results of the vehicle global position.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,13,11,QUANTITATIVE_RESULT,HIL experiment results of the lateral offset.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,14,11,QUANTITATIVE_RESULT,HIL experiment results of the orientation error.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,15,11,QUANTITATIVE_RESULT,HIL experiment results of the front steering angle.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P044,10.1109/tfuzz.2021.3067724,A,16,11,QUANTITATIVE_RESULT,HIL experiment results of the rear steering angle.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,1,3,METHOD_FRAMEWORK,General framework of the proposed semantic-driven UAV,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,2,4,UNCLASSIFIED,Motion decision network for navigation.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,3,5,METHOD_FRAMEWORK,T raining framework of the proposed DRL navigation model.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,4,6,UNCLASSIFIED,Schematic diagram of agent reward design. (a) Case of the,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,5,7,UNCLASSIFIED,Navigation training scores. (a) Navigation training scores of the,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,6,8,SCENARIO; QUANTITATIVE_RESULT,Experimental results in simulation environment. (a) Basic UAV navigation capability in an environment with regular arrangement of,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,7,9,QUANTITATIVE_RESULT,Experimental results of semantic-driven autonomous naviga-,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P045,10.1109/tie.2024.3363761,A,8,9,QUANTITATIVE_RESULT,Experiment results of social distancing supervision task with,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,1,3,UNCLASSIFIED,Diagram of control structure.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,2,6,UNCLASSIFIED,Different start points with different angles.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,3,6,UNCLASSIFIED,Time consumption of different MPC solvers.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,4,6,UNCLASSIFIED,MPC-TSMC control with different kinds of obstacles. (a) circle,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,5,7,UNCLASSIFIED,"Obstacle center moves from [5,−2] to [5, 0].",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,6,7,UNCLASSIFIED,"Obstacle center moves from [5,−2] to [6, 3].",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,7,7,UNCLASSIFIED,WATER robot.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,8,7,GENERALIZATION,Generalization experiments.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,9,7,QUANTITATIVE_RESULT,Planning and tracking results of obstacle 1.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,10,7,QUANTITATIVE_RESULT,X and Y directions performance.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,11,8,QUANTITATIVE_RESULT,Tracking performance of yaw angles.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,12,8,UNCLASSIFIED,Control velocities of ST -TSMC.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,13,8,QUANTITATIVE_RESULT,Planning and tracking results of obstacle 2.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,14,8,QUANTITATIVE_RESULT,X and Y directions performance.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,15,8,QUANTITATIVE_RESULT,Tracking performance of yaw angles.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,16,8,UNCLASSIFIED,Control velocities of ST -TSMC.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P046,10.1109/tie.2025.3536628,A,17,9,UNCLASSIFIED,Obstacle avoidance experiments.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,1,3,UNCLASSIFIED,Selections of critical points in UR5.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,2,4,METHOD_FRAMEWORK,"Framework of the cascaded nonlinear MPC system. r denotes the reference Cartesian pose, u∗",14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,3,5,UNCLASSIFIED,Cost of repulsive function for the horizontal and vertical distances,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,4,7,UNCLASSIFIED,Experimental setup.,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,5,7,QUANTITATIVE_RESULT,Velocity estimation results for different obstacles: (a) slow moving,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,6,7,UNCLASSIFIED,Frame-by-frame plots under HC-MPC.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,7,8,UNCLASSIFIED,Error and control input curves of APF-Double-MPC and HC-,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,8,8,UNCLASSIFIED,Actual and obstacle-free trajectories of the robot manipulator’s,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,9,9,QUANTITATIVE_RESULT,Frame-by-frame plots under APF-Double-MPC and HC-Double-MPC: (a) results under the large obstacle and (b) results under the small,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,10,10,UNCLASSIFIED,Minimum distance between the obstacle and critical points,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P047,10.1109/tie.2023.3306405,A,11,10,RUNTIME,Computational time consumption of APF-Double-MPC and Hc-,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,1,3,METHOD_FRAMEWORK,The overview of the proposed method framework.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,2,3,UNCLASSIFIED,An illustration of DTG and an instance of EOHDT-based routing,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,3,5,TRAJECTORY,"An instance of ASEO trajectory. The initial position, velocity,",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,4,7,SCENARIO; TRAJECTORY; QUANTITATIVE_RESULT,The mapping results and the executed trajectory of all the methods. The color of the trajectory (j) denotes the velocity of the UAV. Each row,25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,5,8,QUANTITATIVE_RESULT,Simulation result inLarge T unnel.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P048,10.1109/tie.2025.3639779,A,6,9,QUANTITATIVE_RESULT; REAL_WORLD,Experiment results of real-world explorations.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,1,2,METHOD_FRAMEWORK,Autonomous navigation framework of the wheel-legged robot.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,2,3,UNCLASSIFIED,Blue marker is the turning point. (a) and (b) Global plan does,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,3,5,SCENARIO,Cost map settings.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,4,6,UNCLASSIFIED,Schematic diagram of local target point optimization and,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,5,6,UNCLASSIFIED,Experimental veriﬁcation platform.,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,6,6,UNCLASSIFIED,GPS trace projected onto the OSM satellite image.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,7,7,QUANTITATIVE_RESULT,Red line in (a) is the result of ﬁtting through the pixels on both,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,8,7,UNCLASSIFIED,(a) Unstructured road scene (without boundary markers) in,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,9,7,UNCLASSIFIED,Road decision-making experiment based on DS evidence,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,10,7,SCENARIO,Local cost map construction. The outermost layer is the ex-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,11,8,SCENARIO,Local planning based on the local cost map.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,12,8,QUANTITATIVE_RESULT,Results of comparative experiment.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P049,10.1109/tie.2021.3070508,A,13,8,QUANTITATIVE_RESULT,Error analysis. (a) Navigation track comparison. (b) T wo meth-,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,2,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,1,2,UNCLASSIFIED,Left: The quadruped robot originally plans to fetch a Coke in,11,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,2,4,UNCLASSIFIED,V-RTLMP .,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,3,5,UNCLASSIFIED,Robot is visualized under Rviz with the world coordinate system,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,4,6,UNCLASSIFIED,"(a) Human point clouds, and (b)–(d) are the predicted cylin-",10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,5,7,UNCLASSIFIED,Quadruped robot is asked to perform the task φc in a hospital,12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,6,9,UNCLASSIFIED,"Visualization of the task φc, where the api (i =1 , 2, 3, 4) in the transition graph represents different subtasks of φc. (a) Successful",25,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P050,10.1109/tie.2023.3299048,A,7,9,SCENARIO; TRAJECTORY,Experiment setup. (a) Initial environment. (b) Unitree A1 quadruped robot. (c) Visualized robot trajectory .,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,3,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,1,2,UNCLASSIFIED,UAV body coordinates and rotor number.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,2,3,UNCLASSIFIED,Reinforcement learning-assisted fault-tolerance control frame-,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,3,4,UNCLASSIFIED,Network structure of the Actor and Critic. The state input,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,4,4,UNCLASSIFIED,UAV employs a cascaded PID control scheme. The outer loop,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,5,5,UNCLASSIFIED,Reward changes during training.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,6,5,UNCLASSIFIED,Hover test in simulation.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,7,5,QUANTITATIVE_RESULT,T rajectory comparison between fault-tolerant and nonfault-,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,8,6,QUANTITATIVE_RESULT,State comparison between fault-tolerant and nonfault-tolerant,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,9,7,QUANTITATIVE_RESULT,T rajectory comparison between fault-tolerant and nonfault-,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,10,8,QUANTITATIVE_RESULT,State comparison between fault-tolerant and nonfault-tolerant,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,11,8,UNCLASSIFIED,"Data ˆp, ˆq, ˆ˙p, ˆ˙q are obtained through the fusion of information",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P051,10.1109/tii.2024.3438241,A,12,8,UNCLASSIFIED,Illustration of fault-tolerant effects in the physical hover exper-,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,1,3,TRAJECTORY,Vehicle dynamics with a reference trajectory .,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,2,8,UNCLASSIFIED,Conﬁguration and architecture of the HIL platform.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,3,8,TRAJECTORY; QUANTITATIVE_RESULT,Vehicle trajectory tracking results for double lane-change sce-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,4,8,UNCLASSIFIED,presents the value of yaw angle ϕ. Table I summarizes,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,5,9,TRAJECTORY; QUANTITATIVE_RESULT,Vehicle trajectory tracking results for multisinusoidal trajectory .,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,6,9,TRAJECTORY; QUANTITATIVE_RESULT,HIL results of yaw angle ϕfor multisinusoidal trajectory track-,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,7,10,TRAJECTORY; QUANTITATIVE_RESULT,Vehicle trajectory tracking results for the general trajectory (60).,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P052,10.1109/tii.2026.3658768,A,8,10,TRAJECTORY; QUANTITATIVE_RESULT,HIL results of yaw angle ϕfor tracking the general trajectory,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,1,4,UNCLASSIFIED,Overview of UAV inspections in offshore wind farms.,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,2,5,UNCLASSIFIED,Block diagram of inspection UAV deployment.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,3,5,TRAJECTORY,Block diagram of inspection path planning.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,4,8,UNCLASSIFIED,Walney Island wind rose.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,5,8,UNCLASSIFIED,"UAVs deployment process in Walney 3 wind farm. (a) Step = 0,",12,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P053,10.1109/tii.2025.3593966,A,6,9,TRAJECTORY; QUANTITATIVE_RESULT,Examples of the proposed DRL-based path planning result. (a) A01. (b) C16. (c) C21. (d) D01. (e) F01. (f) F07. (g) H04. (h) H06.,24,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,8,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,1,2,REAL_WORLD,24-DOF real-world bipedal robot and simulation. URL-based,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,2,4,TRAJECTORY,Logic of PoSD’s architecture. Left: Four constraints are used to guide the division between the trajectory latent spaces corresponding to,20,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,3,6,UNCLASSIFIED,Network structure of PoSD.,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,4,7,SCENARIO,"Skill trajectories learned by (c) random policy , (d) DIA YN, (e) our PoSD. (a) UAV navigation environment with partial observation obtained",22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,4,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,5,9,ABLATION,Numerical ablation experiments on twelve tasks across three domains. Four modules are necessary for PoSD to achieve the most,19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,6,9,METHOD_FRAMEWORK; QUANTITATIVE_RESULT,Comparative performance analysis of URL frameworks across,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,7,9,TRAJECTORY; QUANTITATIVE_RESULT,Results and trajectory demonstrations of our PoSD in bipedal,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
P054,10.1109/tii.2024.3468453,A,8,10,UNCLASSIFIED,Reward curves on ﬁne-tuning to three tasks of bipedal tasks,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,1,UNKNOWN,UNKNOWN
